review_text,rating,len_char,len_word,tokens_clean,clean_text
"I absolutely love this game. I've been playing this game since release and this game has good writings. Good graphics and I wasn't a fan of turned based game at first but as the story progressed and new characters released with insane lore bombings, I can whole-heartedly say its one of the best games I've ever played. Keep up the good work Hoyoverse.",5,352,63,"['absolutely', 'love', 'since', 'release', 'good', 'writing', 'good', 'graphic', 'fan', 'turn', 'base', 'first', 'story', 'progress', 'new', 'character', 'release', 'insane', 'lore', 'bombing', 'whole', 'heartedly', 'say', 'one', 'best', 'ever', 'keep', 'good', 'work']",absolutely love since release good writing good graphic fan turn base first story progress new character release insane lore bombing whole heartedly say one best ever keep good work
"When you make your game feel like we need every new character I just can't keep up. I get it, your not here to make a great game your here to make money but god is it annoying.",1,176,38,"['make', 'feel', 'like', 'need', 'every', 'new', 'character', 'not', 'keep', 'get', 'not', 'make', 'great', 'make', 'money', 'god', 'annoy']",make feel like need every new character not keep get not make great make money god annoy
hoyo!!!! give us a more pets and my life is yours!!!!,5,53,11,"['give', 'u', 'pet', 'life']",give u pet life
"Amazing story, amazing characters. older characters are slowly getting buffed to meet the standard of newer 5★ characters, a very good direction.",5,145,22,"['amaze', 'story', 'amaze', 'character', 'old', 'character', 'slowly', 'get', 'buff', 'meet', 'standard', 'new', 'character', 'good', 'direction']",amaze story amaze character old character slowly get buff meet standard new character good direction
"i do like the ways it is not time-consuming, but need to call out that teams are so lazy to do a map structure as helI.",5,119,26,"['like', 'way', 'not', 'consume', 'need', 'call', 'team', 'lazy', 'map', 'structure', 'heli']",like way not consume need call team lazy map structure heli
would smash stelle.,5,19,3,"['would', 'smash', 'stelle']",would smash stelle
much more generous than genshin with pulls,5,42,7,"['much', 'generous', 'genshin', 'pull']",much generous genshin pull
very greedy but gameplay is fun,3,31,6,"['greedy', 'gameplay', 'fun']",greedy gameplay fun
"I am a day 1 player, powercreep is annoying, and losing a 50/50 sucks, but that's just how gacha games work. I think for a gacha game, it's pretty good. Rewards are decent, and as an F2p player, I don't usually struggle with getting the character I want or beating endgame content. I like the honkai games a lot, and I think the story writing in them is really interesting and well done. The characters not only have well-rounded personalities, their 3d models are beautiful. 3.5-4.0 ☆",4,485,87,"['day', 'powercreep', 'annoy', 'lose', 'suck', 'gacha', 'work', 'think', 'gacha', 'pretty', 'good', 'reward', 'decent', 'free_to_play', 'not', 'usually', 'struggle', 'get', 'character', 'want', 'beat', 'endgame', 'like', 'lot', 'think', 'story', 'write', 'really', 'interest', 'well', 'do', 'character', 'not', 'well', 'rounded', 'personality', 'model', 'beautiful']",day powercreep annoy lose suck gacha work think gacha pretty good reward decent free_to_play not usually struggle get character want beat endgame like lot think story write really interest well do character not well rounded personality model beautiful
I like the game,5,15,4,['like'],like
pretty good for a game who's purpose is only to make u spend as much money as possible 8/10,4,91,19,"['pretty', 'good', 'purpose', 'make', 'spend', 'much', 'money', 'possible']",pretty good purpose make spend much money possible
amazing game! story is written so well with a very interesting storyline! amazing characters and each with their own unique personality!,5,136,21,"['amaze', 'story', 'write', 'well', 'interesting', 'storyline', 'amaze', 'character', 'unique', 'personality']",amaze story write well interesting storyline amaze character unique personality
"I play this game a lot, and I really like it. I myself am a lore enthusiast, so getting to experience all the different stories has been fantastic. Characters are wonderfully designed, playstyles can be fun. imo, the story has always been great. And now, people don't even have to sit through all that because SKIP BUTTON exists now. Power creep is kinda annoying: but endgame is optional- I play because I enjoy the characters and think the worlds are beautifully built. Would recommend trying it :)",4,500,87,"['lot', 'really', 'like', 'lore', 'enthusiast', 'get', 'experience', 'different', 'story', 'fantastic', 'character', 'wonderfully', 'design', 'playstyles', 'fun', 'imo', 'story', 'always', 'great', 'people', 'not', 'even', 'sit', 'skip', 'button', 'exist', 'power', 'creep', 'kinda', 'annoy', 'endgame', 'optional', 'enjoy', 'character', 'think', 'world', 'beautifully', 'build', 'would', 'recommend', 'try']",lot really like lore enthusiast get experience different story fantastic character wonderfully design playstyles fun imo story always great people not even sit skip button exist power creep kinda annoy endgame optional enjoy character think world beautifully build would recommend try
"Great game. Although, its storage size is becoming too big for my phone to handle. I hope the game gets a new feature, like in Genshin, where we players could delete previous or already played game files.",3,204,37,"['great', 'although', 'storage', 'size', 'become', 'big', 'phone', 'handle', 'hope', 'get', 'new', 'feature', 'like', 'genshin', 'could', 'delete', 'previous', 'already', 'file']",great although storage size become big phone handle hope get new feature like genshin could delete previous already file
I like this game very much but this game has been eating my storage room so hard I have to delete apps just to update this,5,122,26,"['like', 'much', 'eating', 'storage', 'room', 'hard', 'delete', 'apps', 'update']",like much eating storage room hard delete apps update
"I can say this. The game has its highs and lows. As many people complain, they have really heard the people's complaints. About adding a skip button and by rebuffing the old character're really trying their best though there are still some areas that I feel like could be adjusted i feel like our 4-star character should be given a little bit more love. Even though they are 4-star characters they should get an a+ because they're very useful when it comes to not having five-star characters's",5,493,87,"['say', 'high', 'low', 'many', 'people', 'complain', 'really', 'heard', 'people', 'complaint', 'add', 'skip', 'button', 'rebuff', 'old', 'character', 'really', 'try', 'best', 'though', 'still', 'area', 'feel', 'like', 'could', 'adjust', 'feel', 'like', 'character', 'give', 'little', 'bit', 'love', 'even', 'though', 'character', 'get', 'useful', 'come', 'not', 'five', 'character']",say high low many people complain really heard people complaint add skip button rebuff old character really try best though still area feel like could adjust feel like character give little bit love even though character get useful come not five character
"an okay game, variation of more characters, female and male would be nice though (ex// skin tone and more experimental character designs) combat is nice, overall i like it, though the simulated universe can be a bit repetitive but idm. personal request of mine: please buff old characters again (like... Jing Yuan.. heh. also topaz maybe)",4,338,56,"['okay', 'variation', 'character', 'female', 'male', 'would', 'nice', 'though', 'ex', 'skin', 'tone', 'experimental', 'character', 'design', 'combat', 'nice', 'overall', 'like', 'though', 'simulated', 'universe', 'bit', 'repetitive', 'idm', 'personal', 'request', 'mine', 'please', 'buff', 'old', 'character', 'like', 'jing', 'yuan', 'heh', 'also', 'topaz', 'maybe']",okay variation character female male would nice though ex skin tone experimental character design combat nice overall like though simulated universe bit repetitive idm personal request mine please buff old character like jing yuan heh also topaz maybe
Very enjoyable overall. Some stories and mini games can be hit and miss but I appreciate that they try new things. The only challenge I have is trying to get a good crit rate on my characters.,5,192,37,"['enjoyable', 'overall', 'story', 'mini', 'hit', 'miss', 'appreciate', 'try', 'new', 'thing', 'challenge', 'try', 'get', 'good', 'crit', 'rate', 'character']",enjoyable overall story mini hit miss appreciate try new thing challenge try get good crit rate character
"As a day one player, I find myself still excited for every update. The story, characters, and gameplay are addicting.",5,117,20,"['day', 'one', 'find', 'still', 'excite', 'every', 'update', 'story', 'character', 'gameplay', 'addict']",day one find still excite every update story character gameplay addict
